PRODUCT_PHR,Fault_Category,Part_Category
TC73/78,ACCESSORIES,SCREW
TC73/78,WEAR & TEAR,TAPE
TC73/78,DAMAGE,DOOR
TC77,FF/DCN,LABEL
MC93,BATTERY,HOUSING
MC93,COMMUNICATION,DISPLAY + TP
TC73/78,COMMUNICATION,DISPLAY + TP
TC73/78,POWER,HOUSING
TC58,DAMAGE,ADHESIVE
TC73/78,WEAR & TEAR,BAFFLE
TC22/27,BATTERY,MAIN BOARD
TC58,COMMUNICATION,CONNECTOR
TC73/78,WEAR & TEAR,PLUG
TC58,LED,MAIN BOARD
TC52/57 Mufasa,TRIGGER,HOUSING
VC83,FF/DCN,HOUSING + TP
TC21/26,DAMAGE,POWER BUTTON ASSEMBLY
TC77,BATTERY,HOUSING + TP + DISPLAY
TC73/78,WEAR & TEAR,FLEX STRIP
TC22/27,WEAR & TEAR,LABEL
TC53,TRIGGER,FLASH
TC22/27,DAMAGE,CAMERA
TC73/78,DAMAGE,BAFFLE
TC73/78,DAMAGE,COVER
TC73/78,TRIGGER,HOLDER
TC58,TRIGGER,FLASH
TC58,WEAR & TEAR,BAFFLE
TC73/78,BATTERY,HOUSING
TC73/78,DAMAGE,FRAME
VC83,FF/DCN,CABLE
TC52/57 Mufasa,BATTERY,HOUSING
TC53,FF/DCN,SPONGE
TC73/78,BATTERY,MAIN BOARD
MC93,DISPLAY,FLEX STRIP
TC53,DAMAGE,IO BOARD
TC58,FF/DCN,SPONGE
TC22/27,SCANNER,FLEX STRIP
TC77,DAMAGE,WINDOW / LENS
TC73/78,SCANNER,MAIN BOARD
TC73/78,DAMAGE,HOLDER
MC93,DAMAGE,BUTTON CAP
RS51,WEAR & TEAR,RUBBER
TC53,SENSOR,BAFFLE
TC52/57 Mufasa,DAMAGE,RUBBER BOOT
TC73/78,COMMUNICATION,HOUSING
TC73/78,WEAR & TEAR,RUBBER
PS30,NFF,SOFTWARE
TC73/78,DISPLAY,MAIN BOARD
MC94,SCANNER,ADHESIVE
MC94,SCANNER,DIAPER
TC73/78,WEAR & TEAR,HOLDER
TC73/78,WEAR & TEAR,COVER
ET40/45,DAMAGE,SCAN ENGINE ASSEMBLY
TC52/57 Mufasa,AUDIO,DISPLAY + TP
TC52/57 Mufasa,POWER,COVER
TC58,TRIGGER,SCAN ENGINE
PS30,BATTERY,BATTERY
TC52 Aslan,WEAR & TEAR,MYLAR
TC73/78,AUDIO,RECEIVER
TC73/78,DAMAGE,KEY BUTTON
PS30,SOFTWARE,SOFTWARE
TC73/78,NFF,ADHESIVE
ET40/45,CABLE,CONNECTOR
TC73/78,NFF,SOFTWARE
PS30,DAMAGE,DISPLAY
PS30,SOFTWARE,MAIN BOARD
PS30,WEAR & TEAR,ADHESIVE
TC21/26,POWER,BATTERY
TC21/26,POWER,LABEL
TC52/57 Lightning,SCANNER,LABEL
TC52/57 Lightning,DAMAGE,LABEL
TC52/57 Mufasa,POWER,LABEL
TC52/57 Lightning,COMMUNICATION,LABEL
TC52/57 Lightning,DISPLAY,HOUSING
MC3300AX,TOUCH PANEL,TOUCH PANEL
TC21/26,POWER,SCAN ENGINE
TC52/57 Lightning,OTHER,ADHESIVE
TC52/57 Lightning,WEAR & TEAR,MAIN BOARD
TC52 Aslan,POWER,SOFTWARE
TC72,DAMAGE,FLEX STRIP
TC52/57 Lightning,WEAR & TEAR,MAIN SEAL
TC52/57 Lightning,CAMERA,SCAN ENGINE ASSEMBLY
TC52/57 Mufasa,OTHER,ADHESIVE
TC52/57 Lightning,COMMUNICATION,RECEIVER
TC21/26,WEAR & TEAR,SPEAKER
TC77,OTHER,SOFTWARE
TC77,KEYBOARD,ANTENNA
TC77,OTHER,DOOR
TC77,POWER,SPACER
TC52/57 Mufasa,POWER,RETAINER
TC52/57 Lightning,CAMERA,END CAP
TC52/57 Lightning,MEMORY,MAIN BOARD
TC52/57 Lightning,TRIGGER,RECEIVER
TC21/26,DAMAGE,WHOLE UNIT
TC52/57 Lightning,WEAR & TEAR,ACCESSORY
MC3300AX,COMMUNICATION,SOFTWARE
TC21/26,COMMUNICATION,ANTENNA
TC58,COMMUNICATION,SOFTWARE
TC52/57 Lightning,ACCESSORIES,SD CARD DOOR
TC52/57 Lightning,OTHER,GRILL
TC52 Aslan,DISPLAY,TOUCH PANEL
TC58,SENSOR,SENSOR
TC77,DAMAGE,SPACER
MC93,WEAR & TEAR,
TC52/57 Lightning,AUDIO,GRILL
TC52/57 Mufasa,WEAR & TEAR,VENT
TC22/27,SCANNER,CAMERA
TC58,OTHER,PAD
MC93,POWER,TOUCH PANEL
TC22/27,OTHER,HOUSING
TC52/57 Mufasa,COMMUNICATION,SOFTWARE
TC58,SCANNER,CONNECTOR
TC77,KEYBOARD,KEY BUTTON
TC21/26,SOFTWARE,FLEX STRIP
ET40/45,BATTERY,BACKUP BATTERY
TC58,WEAR & TEAR,MYLAR
TC52/57 Lightning,POWER,RECEIVER
TC58,SCANNER,FLEX STRIP
TC58,OTHER,BEZEL
ET40/45,DAMAGE,SCRAP
TC52 Aslan,CAMERA,SCAN ENGINE ASSEMBLY
TC58,OTHER,ADHESIVE
TC77,ACCESSORIES,HOLDER
TC77,COMMUNICATION,FLEX STRIP
MC93,OTHER,DISPLAY + TP
TC58,DISPLAY,FLEX STRIP
TC52/57 Lightning,SCANNER,GASKET
TC21/26,SCANNER,PAD
TC58,DAMAGE,FLEX STRIP
TC58,SENSOR,DISPLAY + TP
TC58,OTHER,FRAME
TC52/57 Lightning,OTHER,RETURN UNREPAIRED
TC52/57 Lightning,ACCESSORIES,VENT
TC58,OTHER,HOUSING
MC3300AX,COMMUNICATION,
TC58,POWER,POWER BUTTON ASSEMBLY
TC77,DISPLAY,FLEX STRIP
TC58,DISPLAY,DISPLAY
TC58,DISPLAY,FRAME
TC52 Aslan,COMMUNICATION,ANTENNA
MC93,SENSOR,SENSOR
TC58,OTHER,FLEX STRIP
TC58,FF/DCN,DISPLAY + TP
TC77,TOUCH PANEL,DISPLAY
TC21/26,AUDIO,SCRAP
MC93,DAMAGE,KEYBOARD
TC21/26,LED,MAIN BOARD
TC52/57 Lightning,DAMAGE,COMPONENT REPLACED
TC52/57 Lightning,TRIGGER,HOUSING - MIDDLE FRAME
ET40/45,SCANNER,SCAN ENGINE
ET40/45,TRIGGER,FLEX STRIP
ET40/45,ACCESSORIES,BUTTON CAP
L10 Windows,3RD PARTY REPAIR,UNIT REPAIRED
L10 Windows,DAMAGE,FLEX STRIP
L10 Windows,DAMAGE,SENSOR
L10 Windows,DISPLAY,DISPLAY
L10 Windows,POWER,POWER BOARD
L10 Windows,POWER,CABLE
L10 Windows,SENSOR,SENSOR
L10 Windows,WEAR & TEAR,BOTTOM HOUSING
L10 Windows,WEAR & TEAR,DISPLAY
TC21/26,TRIGGER,ADHESIVE
TC21/26,SOFTWARE,ADHESIVE
TC21/26,SCANNER,ADHESIVE
TC22/27,TOUCH PANEL,ADHESIVE
TC21/26,CAMERA,ADHESIVE
MC93,FF/DCN,HOUSING
TC21/26,WEAR & TEAR,HOLDER
TC21/26,WEAR & TEAR,SEAL
MC93,SOFTWARE,TRIGGER BOARD
TC73/78,ACCESSORIES,HOUSING
TC73/78,DISPLAY,ADHESIVE
TC73/78,OTHER,BEZEL
TC73/78,OTHER,ADHESIVE
TC73/78,OTHER,HOUSING
TC52 Aslan,TRIGGER,HOUSING
TC72,KEYBOARD,MAIN BOARD
L10 Android,BATTERY,BATTERY
ET60/65,TOUCH PANEL,TOUCH PANEL
MC94,DAMAGE,SCAN ENGINE
MC94,LED,MAIN BOARD
L10 Android,OTHER,HOUSING + TP + DISPLAY
ET80/85,OTHER,TOUCH PANEL
ET80/85,SOFTWARE,MAIN BOARD
ET80/85,CRADLE,HOUSING
TC52/57 Lightning,CAMERA,SHIELD
MC93,OTHER,ADHESIVE
MC93,POWER,DISPLAY
ET80/85,OTHER,HOUSING
ET80/85,POWER,TOUCH PANEL
TC77,NFF,BOARD/UNIT REPLACED
TC52/57 Lightning,POWER,POWER SUPPLY
TC21/26,POWER,KEY SWITCH
TC52/57 Lightning,WEAR & TEAR,ANTENNA
TC77,WEAR & TEAR,PAD
TC77,WEAR & TEAR,FLEX STRIP
TC52/57 Lightning,WEAR & TEAR,RUBBER
TC52/57 Lightning,WEAR & TEAR,PLUG
TC52/57 Lightning,FF/DCN,RUBBER
TC21/26,FF/DCN,RUBBER
L10 Android,WEAR & TEAR,SIM TRAY
TC52/57 Mufasa,FF/DCN,RUBBER
ET40/45,WEAR & TEAR,BRACKET
ET40/45,WEAR & TEAR,CABLE
ET40/45,WEAR & TEAR,CAMERA
ET40/45,WEAR & TEAR,MAIN BOARD
ET40/45,WEAR & TEAR,SHIELD
ET40/45,WEAR & TEAR,SCAN ENGINE
MC93,DISPLAY,SOFTWARE
L10AX Windows,KEYBOARD,MAIN BOARD
TC77,FF/DCN,KEY BUTTON
TC73/78,SCANNER,BRACKET
L10 Android,BATTERY,MAIN BOARD
ET40/45,WEAR & TEAR,BATTERY
TC52/57 Mufasa,WEAR & TEAR,KEY BUTTON
RS51,WEAR & TEAR,CONNECTOR
TC77,KEYBOARD,HOUSING
TC52/57 Mufasa,SENSOR,RUBBER
TC77,FF/DCN,SOFTWARE
TC77,DAMAGE,CAMERA SCANNER ASSEMBLY
TC52 Aslan,SCANNER,FLEX STRIP
TC73/78,BATTERY,CONNECTOR
TC73/78,COMMUNICATION,SOFTWARE
TC58,OTHER,DOOR
TC52/57 Lightning,NFF,DISPLAY + TP
ET40/45,OTHER,RETURN UNREPAIRED
TC52/57 Lightning,WEAR & TEAR,GRILL
TC52/57 Lightning,AUDIO,ANTENNA
TC52/57 Lightning,DAMAGE,SCREW
TC52/57 Lightning,WEAR & TEAR,VENT
TC73/78,WEAR & TEAR,CONNECTOR
TC77,WEAR & TEAR,BACK PLATE
TC77,WEAR & TEAR,"HOUSING, MIDDLE FRAME"
TC21/26,WEAR & TEAR,SCREW
TC22/27,WEAR & TEAR,BATTERY
TC22/27,WEAR & TEAR,DISPLAY + TP
TC73/78,KEYBOARD,HOUSING
ET60/65,SCANNER,MINOR COMPONENT
ET60/65,TOUCH PANEL,MAIN BOARD
ET60/65,WEAR & TEAR,DISPLAY
ET60/65,WEAR & TEAR,COVER
TC77,TOUCH PANEL,SOFTWARE
TC22/27,OTHER,TAPE
L10AX Windows,COMMUNICATION,SSD DISC
TC22/27,WEAR & TEAR,TAPE
TC52/57 Mufasa,AUDIO,GRILL
TC77,POWER,CONNECTOR
TC22/27,WEAR & TEAR,FRAME
TC22/27,WEAR & TEAR,SCAN ENGINE ASSEMBLY
TC52/57 Mufasa,DAMAGE,FLEX STRIP
WT63,DAMAGE,SCRAP
WT63,OTHER,SCRAP
TC58,KEYBOARD,KEY BUTTON
MC94,WEAR & TEAR,FRAME
MC94,WEAR & TEAR,DISPLAY
MC94,WEAR & TEAR,HOUSING
MC94,WEAR & TEAR,KEYPAD
TC73/78,KEYBOARD,KEY BUTTON
TC52/57 Mufasa,POWER,HOUSING
TC21/26,SOFTWARE,HOUSING
L10 Windows,BATTERY,BATTERY
TC21/26,SENSOR,BEZEL
TC21/26,FF/DCN,MINOR COMPONENT
TC21/26,SCANNER,MINOR COMPONENT
TC21/26,ACCESSORIES,PAD
TC21/26,TRIGGER,MINOR COMPONENT
TC21/26,AUDIO,MINOR COMPONENT
TC21/26,WEAR & TEAR,PAD
TC52/57 Lightning,FF/DCN,CONNECTOR
TC52/57 Lightning,ACCESSORIES,PAD
TC52/57 Lightning,CABLE,MINOR COMPONENT
TC52/57 Lightning,FF/DCN,PAD
TC52/57 Mufasa,DAMAGE,VENT
TC52/57 Lightning,BATTERY,MINOR COMPONENT
TC21/26,FF/DCN,BATTERY
TC52/57 Mufasa,AUDIO,PAD
TC77,KEYBOARD,KEY SWITCH
RS51,DAMAGE,SCAN ENGINE ASSEMBLY
TC52/57 Lightning,DISPLAY,DISPLAY
TC52/57 Mufasa,FF/DCN,PAD
TC52/57 Lightning,DAMAGE,WINDOW / LENS
TC52/57 Lightning,DAMAGE,POWER BUTTON ASSEMBLY
TC52/57 Lightning,DISPLAY,DISPLAY GASKET
TC72,KEYBOARD,KEY SWITCH
TC72,DAMAGE,KEY SWITCH
TC77,POWER,KEY SWITCH
TC52/57 Lightning,DAMAGE,DISPLAY
TC52/57 Mufasa,DISPLAY,DISPLAY
TC52/57 Lightning,KEYBOARD,FLEX STRIP
TC58,OTHER,BRACKET
TC21/26,OTHER,MINOR COMPONENT
TC77,CABLE,CONNECTOR
TC21/26,KEYBOARD,KEYBOARD
TC21/26,OTHER,PORT - USB
TC52/57 Lightning,NFF,MINOR COMPONENT
TC52/57 Lightning,ACCESSORIES,HOUSING
TC58,WEAR & TEAR,MINOR COMPONENT
TC77,DAMAGE,KEY SWITCH
TC52/57 Lightning,SCANNER,FLEX STRIP
TC58,KEYBOARD,TRIGGER
TC72,COMMUNICATION,CONNECTOR
TC21/26,WEAR & TEAR,MINOR COMPONENT
TC52/57 Lightning,DISPLAY,FLEX STRIP
TC77,CABLE,MINOR COMPONENT
TC77,TRIGGER,KEYPAD
VC83,TOUCH PANEL,HOUSING + TP
TC52/57 Lightning,OTHER,VENT
ET40/45,POWER,CONNECTOR
RS5000,CABLE,CABLE
RS5000,TRIGGER,MINOR COMPONENT
RS5000,NFF,NO REPAIRS PERFORMED
TC52/57 Lightning,SCANNER,SCAN BOARD
TC72,AUDIO,HOUSING + TP + DISPLAY
TC72,AUDIO,MAIN BOARD
ET40/45,POWER,BUTTON CAP
RS5000,DAMAGE,MINOR COMPONENT
TC52/57 Mufasa,POWER,SCAN BOARD
TC52/57 Lightning,LED,SCAN ENGINE ASSEMBLY
TC52/57 Lightning,AUDIO,DEFECTIVE SPEAKER
TC77,TRIGGER,KEY SWITCH
TC72,TRIGGER,KEY SWITCH
RS51,SCANNER,MINOR COMPONENT
TC52/57 Lightning,DAMAGE,FLEX STRIP
TC52/57 Lightning,WEAR & TEAR,BUMPER
TC21/26,SCANNER,TRIGGER
TC21/26,CRADLE,MINOR COMPONENT
TC77,KEYBOARD,MINOR COMPONENT
TC72,KEYBOARD,MINOR COMPONENT
TC21/26,FF/DCN,SOFTWARE
TC21/26,SOFTWARE,MINOR COMPONENT
TC58,SCANNER,HOUSING
TC52/57 Mufasa,WEAR & TEAR,LABELS
TC52/57 Mufasa,FF/DCN,ADHESIVE
TC52/57 Lightning,DISPLAY,CAMERA
TC77,SCANNER,SCAN BOARD
WT63,COMMUNICATION,CONNECTOR
WT63,NFF,SOFTWARE
WT63,COMMUNICATION,MINOR COMPONENT
TC77,,
VC83,BATTERY,HEATER BOARD
VC83,OTHER,MAIN BOARD
TC52/57 Lightning,KEYBOARD,ANTENNA
TC52/57 Lightning,FF/DCN,PLUG
TC72,TRIGGER,KEYPAD
TC72,AUDIO,FLEX STRIP
TC77,AUDIO,MINOR COMPONENT
TC52/57 Lightning,DISPLAY,OVERLAY
TC77,SOFTWARE,MINOR COMPONENT
TC77,SCANNER,ANTENNA
TC77,CRADLE,MINOR COMPONENT
TC77,CRADLE,DISPLAY
TC52/57 Lightning,DAMAGE,VENT
TC77,POWER,MINOR COMPONENT
TC52/57 Mufasa,TOUCH PANEL,DISPLAY
TC52/57 Mufasa,TOUCH PANEL,FLEX STRIP
RS5000,SCANNER,MINOR COMPONENT
RS5000,WEAR & TEAR,MINOR COMPONENT
TC52/57 Lightning,OTHER,HANDLE/LOWER HOUSING
TC72,SCANNER,FLEX STRIP
TC72,KEYBOARD,FLEX STRIP
WT63,DAMAGE,CONNECTOR
TC77,KEYBOARD,KEYBOARD
TC52 Aslan,FF/DCN,OVERLAY
TC52 Aslan,TOUCH PANEL,FLEX STRIP
RS51,DAMAGE,CONNECTOR
TC52/57 Mufasa,AUDIO,CAMERA
TC52/57 Mufasa,OTHER,VENT
TC52/57 Mufasa,SCANNER,CAMERA
WT63,AUDIO,MAIN BOARD
TC52/57 Lightning,DAMAGE,FRAME
TC52/57 Mufasa,FF/DCN,CONNECTOR
TC72,KEYBOARD,KEY BUTTON
RS5000,DAMAGE,MAIN BOARD
RS5000,CABLE,TRIGGER BOARD
TC52/57 Mufasa,OTHER,SPONGE
TC52/57 Mufasa,SCANNER,SCAN BOARD
TC72,SCANNER,SCAN BOARD
TC52/57 Mufasa,WEAR & TEAR,RUBBER BOOT
TC52/57 Lightning,COMMUNICATION,VENT
TC52/57 Mufasa,COMMUNICATION,VENT
TC52 Aslan,TOUCH PANEL,DISPLAY
TC77,DAMAGE,KEYBOARD
RS5000,COMMUNICATION,MAIN BOARD
TC52/57 Lightning,COMMUNICATION,PORT - USB
TC52/57 Lightning,WEAR & TEAR,DISPLAY
TC77,ACCESSORIES,MINOR COMPONENT
TC77,POWER,CAMERA SCANNER ASSEMBLY
TC77,POWER,IO BOARD
TC52/57 Lightning,OTHER,DISPLAY
TC77,KEYBOARD,KEYPAD
TC72,TOUCH PANEL,MINOR COMPONENT
ET40/45,DISPLAY,CONNECTOR
ET40/45,DAMAGE,CONNECTOR
TC72,KEYBOARD,KEYBOARD
TC21/26,OTHER,TAPE
TC21/26,OTHER,PAD
TC52/57 Lightning,COMMUNICATION,PROTECTOR
TC52/57 Lightning,CAMERA,FLEX STRIP
TC52 Aslan,SCANNER,SCAN BOARD
TC58,POWER,ADHESIVE
TC21/26,COMMUNICATION,MINOR COMPONENT
TC21/26,CAMERA,MINOR COMPONENT
TC52/57 Lightning,OTHER,CAMERA MODULE
TC52/57 Lightning,TOUCH PANEL,OVERLAY
TC52/57 Mufasa,FF/DCN,SPONGE
TC52/57 Lightning,DAMAGE,PORT - USB
TC21/26,AUDIO,HOUSING
TC52/57 Lightning,FF/DCN,FLEX STRIP
MC3300AX,WEAR & TEAR,KEYPAD
TC52/57 Mufasa,WEAR & TEAR,SPONGE
TC52/57 Lightning,FF/DCN,"HOUSING, MIDDLE FRAME"
TC77,KEYBOARD,FLEX STRIP
TC52/57 Mufasa,FF/DCN,RECEIVER
TC52/57 Mufasa,POWER,END CAP
TC72,COMMUNICATION,FLEX STRIP
TC77,WEAR & TEAR,MYLAR
VC83,DAMAGE,SCREW
TC52/57 Lightning,FF/DCN,OVERLAY
TC52/57 Mufasa,FF/DCN,OVERLAY
TC52/57 Mufasa,COMMUNICATION,PORT - USB
TC52/57 Mufasa,WEAR & TEAR,DISPLAY
TC52/57 Mufasa,TOUCH PANEL,HOUSING
TC72,POWER,KEY SWITCH
TC52/57 Lightning,TOUCH PANEL,HOUSING
TC72,DAMAGE,MYLAR
TC72,FF/DCN,MYLAR
TC72,SCANNER,MAIN BOARD
TC72,WEAR & TEAR,MYLAR
TC52/57 Lightning,WEAR & TEAR,SOFTWARE
TC52/57 Mufasa,POWER,POWER BUTTON ASSEMBLY
TC52/57 Lightning,ACCESSORIES,MINOR COMPONENT
TC52/57 Lightning,COMMUNICATION,DISPLAY + TP
TC72,CABLE,CONNECTOR
TC77,WEAR & TEAR,SPACER
TC77,FF/DCN,MYLAR
TC21/26,ACCESSORIES,SCREW
TC21/26,FF/DCN,TRIGGER
TC72,ACCESSORIES,MYLAR
TC72,KEYBOARD,KEYPAD
TC77,DAMAGE,MYLAR
TC77,ACCESSORIES,MYLAR
TC72,MEMORY,HOUSING + TP + DISPLAY
TC21/26,WEAR & TEAR,SCAN ENGINE
TC72,LED,IO BOARD
TC21/26,DISPLAY,MINOR COMPONENT
TC72,DAMAGE,PAD
TC77,FF/DCN,LABELS
TC77,COMMUNICATION,SD CARD DOOR
TC77,NFF,KEY SWITCH
TC72,FF/DCN,SOFTWARE
TC77,FF/DCN,ACCESSORY
TC53e/58e,POWER,MAIN BOARD
TC53e/58e,WEAR & TEAR,ADHESIVE
TC52 Aslan,SENSOR,MAIN BOARD
TC72,NFF,KEY SWITCH
TC52/57 Lightning,POWER,SCAN BOARD
TC58,SOFTWARE,ADHESIVE
TC53e/58e,DAMAGE,DOOR
TC72,DAMAGE,CONNECTOR
TC77,TOUCH PANEL,HOUSING
MC93,POWER,FRAME
TC52 Aslan,OTHER,UNIT REPAIRED
TC52/57 Lightning,MEMORY,DISPLAY + TP
TC52/57 Lightning,KEYBOARD,HOUSING
TC53e/58e,DAMAGE,DISPLAY + TP
TC53e/58e,WEAR & TEAR,BAFFLE
TC58,FF/DCN,DOOR
TC53e/58e,DAMAGE,HOUSING
TC53e/58e,SCANNER,SCAN ENGINE
RS51,TRIGGER,HOUSING
TC72,TOUCH PANEL,TOUCH PANEL
TC53e/58e,WEAR & TEAR,FRAME
TC53e/58e,DAMAGE,MINOR COMPONENT
TC53e/58e,WEAR & TEAR,MINOR COMPONENT
TC53e/58e,WEAR & TEAR,SCREW
TC53e/58e,AUDIO,SEAL
TC53e/58e,FF/DCN,SOFTWARE
TC53e/58e,WEAR & TEAR,DOOR
TC58,FF/DCN,BEZEL
TC58,FF/DCN,LABEL
TC53e/58e,DISPLAY,DISPLAY + TP
TC53e/58e,FF/DCN,TAPE
TC53e/58e,SENSOR,BAFFLE
TC53e/58e,FF/DCN,BAFFLE
TC53e/58e,OTHER,FLASH
TC72,NFF,MINOR COMPONENT
TC72,AUDIO,KEY BUTTON
VC83,BATTERY,SOFTWARE
MC93,WEAR & TEAR,HOLDER
TC52/57 Lightning,CABLE,MAIN BOARD
TC58,OTHER,LABEL
TC58,KEYBOARD,MAIN BOARD
TC58,NFF,MINOR COMPONENT
TC77,OTHER,LABELS
TC53e/58e,NFF,MINOR COMPONENT
TC53e/58e,DAMAGE,SCRAP
TC53e/58e,OTHER,SCRAP
TC77,NFF,UNIT REPAIRED
TC21/26,WEAR & TEAR,BACKUP BATTERY
TC77,OTHER,KEY SWITCH
TC77,OTHER,CLEANED UNIT/BOARD
TC52/57 Lightning,COMMUNICATION,PAD
TC52/57 Mufasa,TRIGGER,KEY BUTTON
TC53e/58e,COMMUNICATION,MAIN BOARD
TC53e/58e,OTHER,ADHESIVE
TC77,WEAR & TEAR,LABELS
TC52/57 Lightning,POWER,PAD
TC58,ACCESSORIES,DOOR
TC53e/58e,FF/DCN,MINOR COMPONENT
TC53e/58e,OTHER,DOOR
TC52/57 Lightning,WEAR & TEAR,LABELS
TC58,KEYBOARD,KEYBOARD
TC72,COMMUNICATION,PORT - USB
TC58,FF/DCN,KEY BUTTON
TC53e/58e,FF/DCN,GASKET
TC53e/58e,FF/DCN,"HOUSING, MIDDLE FRAME"
TC53e/58e,WEAR & TEAR,FLASH
ET40/45,SCANNER,SOFTWARE
TC53e/58e,FF/DCN,KEY BUTTON
TC53e/58e,COMMUNICATION,SOFTWARE
MC94,DAMAGE,TRIGGER BOARD
TC53e/58e,CAMERA,CAMERA MODULE
TC53e/58e,OTHER,SPONGE
TC53e/58e,AUDIO,HOUSING
TC53e/58e,AUDIO,MAIN BOARD
TC53e/58e,AUDIO,MINOR COMPONENT
TC53e/58e,FF/DCN,DISPLAY + TP
ET40/45,CABLE,COMPONENT REPLACED
TC58,FF/DCN,FRAME
TC53e/58e,TRIGGER,MAIN BOARD
TC72,OTHER,CAMERA
TC53e/58e,FF/DCN,DOOR
TC72,WEAR & TEAR,FLEX STRIP
TC77,AUDIO,ANTENNA
TC52/57 Lightning,OTHER,LABELS
TC72,CRADLE,MAIN BOARD
TC52/57 Lightning,FF/DCN,SPONGE
TC53e/58e,CAMERA,CAMERA
TC53e/58e,SOFTWARE,MAIN BOARD
TC53e/58e,DISPLAY,DISPLAY
TC77,KEYBOARD,TRIGGER
TC77,CRADLE,CONNECTOR
TC52/57 Lightning,NFF,WHOLE UNIT
TC77,OTHER,CAMERA SCANNER ASSEMBLY
TC53e/58e,FF/DCN,ADHESIVE
ET40/45,MEMORY,MEMORY
TC52/57 Lightning,FF/DCN,HOUSING - MIDDLE FRAME
TC72,FF/DCN,PAD
TC72,CAMERA,CAMERA MODULE
TC53e/58e,WEAR & TEAR,LABEL
TC52/57 Lightning,WEAR & TEAR,PORT - USB
TC77,CAMERA,CAMERA MODULE
TC52/57 Lightning,BATTERY,PORT - USB
TC77,FF/DCN,MINOR COMPONENT
TC53e/58e,COMMUNICATION,MINOR COMPONENT
TC77,TOUCH PANEL,CABLE
TC21/26,OTHER,CLEANED UNIT/BOARD
TC52/57 Mufasa,AUDIO,VENT
TC52/57 Mufasa,POWER,PAD
TC52/57 Mufasa,SCANNER,TRIGGER
TC52/57 Mufasa,ACCESSORIES,VENT
TC52/57 Mufasa,DAMAGE,WINDOW / LENS
TC52/57 Mufasa,DAMAGE,SCAN ENGINE
TC52/57 Mufasa,DAMAGE,DISPLAY
TC52/57 Mufasa,WEAR & TEAR,MEMBRANE
TC52/57 Mufasa,SOFTWARE,LABELS
TC52/57 Mufasa,CAMERA,FLEX STRIP
TC52/57 Mufasa,WEAR & TEAR,SHIELD
TC52/57 Mufasa,DISPLAY,FRAME
TC52/57 Mufasa,DISPLAY,TOUCH PANEL
TC52/57 Mufasa,CRADLE,SOFTWARE
TC52/57 Mufasa,CAMERA,SCAN ENGINE
TC52/57 Mufasa,SCANNER,SPEAKER
TC52/57 Mufasa,FF/DCN,DISPLAY + TP
TC52/57 Mufasa,CAMERA,HOUSING
TC52/57 Mufasa,CAMERA,KEY BUTTON
TC52/57 Mufasa,DAMAGE,TOUCH PANEL
TC52/57 Mufasa,KEYBOARD,KEY BUTTON
TC52/57 Mufasa,CAMERA,DISPLAY + TP
TC52/57 Mufasa,AUDIO,GASKET
TC52/57 Mufasa,ACCESSORIES,GRILL
TC52/57 Mufasa,DAMAGE,BOTTOM COVER
TC52/57 Mufasa,OTHER,DISPLAY
TC52/57 Mufasa,DAMAGE,POWER BUTTON ASSEMBLY
MC94,TOUCH PANEL,ADHESIVE
TC21/26,KEYBOARD,KEY SWITCH
RS51,DAMAGE,SCRAP
RS51,SCANNER,HOUSING
TC77,WEAR & TEAR,SPONGE
MC93,KEYBOARD,MAIN BOARD
WT63,SCANNER,FLEX STRIP
RS51,COMMUNICATION,ANTENNA
RS51,POWER,HOUSING
RS51,TRIGGER,CONNECTOR
VC83,DAMAGE,REAR HOUSING
WT63,CRADLE,FLEX STRIP
MC94,WEAR & TEAR,ADHESIVE
MC94,WEAR & TEAR,TOUCH PANEL
MC93,CRADLE,CONNECTOR
TC52/57 Mufasa,SCANNER,HOUSING
VC83,CRADLE,MAIN BOARD
VC83,DAMAGE,HOUSING + TP
TC21/26,WEAR & TEAR,GASKET
VC83,DAMAGE,DISPLAY
TC52/57 Lightning,WEAR & TEAR,LABEL
TC52/57 Mufasa,WEAR & TEAR,LABEL
VC83,DAMAGE,PAD
TC21/26,ACCESSORIES,LABEL
VC83,BATTERY,PAD
L10 Windows,DAMAGE,CASE
L10 Windows,OTHER,THERMAL MODULE
L10 Windows,WEAR & TEAR,FOIL
TC21/26,SCANNER,TAPE
TC21/26,KEYBOARD,MAIN BOARD
TC52/57 Mufasa,WEAR & TEAR,PROTECTOR
MC3300AX,WEAR & TEAR,HOUSING
MC3300AX,WEAR & TEAR,HOUSING + TP
MC3300AX,WEAR & TEAR,KEYBOARD
MC3300AX,WEAR & TEAR,POWER BOARD
TC22/27,WEAR & TEAR,SIM TRAY
TC22/27,DAMAGE,SUB BOARD
ET80/85,WEAR & TEAR,TOUCH PANEL
RS51,FF/DCN,RUBBER
WT63,SCANNER,CONNECTOR
MC93,WEAR & TEAR,BEZEL
MC93,WEAR & TEAR,RUBBER
TC21/26,BATTERY,MINOR COMPONENT
TC52/57 Lightning,KEYBOARD,KEYPAD
L10 Android,CABLE,LAN BOARD
WS50,POWER,ADHESIVE
WS50,AUDIO,SPEAKER
WT63,FF/DCN,"HOUSING, MIDDLE FRAME"
TC52/57 Lightning,AUDIO,PAD
MC3300AX,DAMAGE,KEYBOARD
TC21/26,POWER,BUTTON CAP
